quelle,labela,labelb1,labelc1,labelb2,labelc2,labelb3,labelc3,labelb4,labelc4,labelb5,labelc5,labeld,inhalt,index_binar
dummy106,N,N,N,N,N,N,N,N,N,N,N,N,nun kamen die beiden recht mitten auf den markt wo das dichteste volksgedraenge war da mussten sie ein wenig stille stehen und konnten nicht durch das gewimmel und getuemmel schreiten da wurde ein weib des richters ansichtig das war arm und alt und krank und trug ein grosses ungemach sie begann laut zu weinen und zu schreien und liess vor allem volk folgende heftige rede vernehmen weh ueber dich richter weh ueber dich dass du so reich bist und ich so arm bin du hast mir ohne schuld goettliche und menschliche barmherzigkeit verleugnend mein einziges kuehlein genommen das mich ernaehrte von dem ich meinen ganzen unterhalt hatte weh ueber dich der du es mir genommen hast ich flehe und schreie zu gott dass er durch seinen tod und bitteres leiden die er fuer die menschheit und fuer uns arme suender trug meine bitte gewaehre und die ist dass deinen leib und deine seele der teufel zur hoelle fuehre auf diese rede tat der richter weder sage noch frage aber der teufel fuhr ihn hoehnisch an und sprach siehst du richter das ist ernst und den sollst du gleich gewahr werden damit streckte der teufel seine krallen aus nahm den richter beim schopf und fuhr mit ihm durch die luefte von dannen wie der geier mit einem huhn alles volk erschrak und staunte und weise maenner sprachen die lehre aus es ist ein unweiser rat der mit dem teufel umgaht wer gern mit ihm umfaehrt dem wird ein boeser lohn beschert,0
dummy107,N,N,N,N,N,N,N,N,N,N,N,N,im staedtlein jueterbogk hat einmal ein schmied gelebt von dem erzaehlen sich kinder und alte ein wundersames maerlein es war dieser schmied erst ein junger bursche der einen sehr strengen vater hatte aber treulich gottes gebote hielt er tat grosse reisen und erlebte viele abenteuer dabei war er in seiner kunst ueber alle massen geschickt und tuechtig er hatte eine stahltinktur die jeden harnisch und panzer undurchdringlich machte welcher damit bestrichen wurde und gesellte sich dem heere kaiser friedrichs ii zu wo er kaiserlicher ruestmeister wurde und den kriegszug nach mailand und apulien mitmachte dort eroberte er den heer und bannerwagen der stadt und kehrte endlich nachdem der kaiser gestorben war mit vielem reichtum in seine heimat zurueck er sah gute tage dann wieder boese und wurde ueber hundert jahre alt einst sass er in seinem garten unter einem alten birnbaum da kam ein graues maennlein auf einem esel geritten das sich schon mehrmals als des schmiedes schutzgeist bewiesen hatte dieses maennchen herbergte bei dem schmied und liess den esel beschlagen was jener gern tat ohne lohn zu heischen darauf sagte das maennlein zu peter er solle drei wuensche tun aber dabei das beste nicht vergessen da wuenschte der schmied weil die diebe ihm oft die birnen gestohlen es solle keiner der auf den birnbaum gestiegen ohne seinen willen wieder herunterkoennen  und weil er auch in der stube oefters bestohlen worden war so wuenschte er es solle niemand ohne seine erlaubnis in die stube kommen koennen es waere denn durch das schluesselloch bei jedem dieser toerichten wuensche warnte das maennlein vergiss das beste nicht und da tat der schmied den dritten wunsch sagend das beste ist ein guter schnaps so wuensche ich dass diese bulle niemals leer werde  deine wuensche sind gewaehrt sprach das maennchen strich noch ueber einige stangen eisen die in der schmiede lagen mit der hand setzte sich auf seinen esel und ritt von dannen das eisen war in blankes silber verwandelt der vorher arm gewordene schmied war wieder reich und lebte fort und fort bei gutem wohlsein denn die nie versiegenden magentropfen in der bulle waren ohne dass er es wusste ein lebenselixier endlich klopfte der tod an der ihn so lange vergessen zu haben schien der schmied war scheinbar auch gern bereitwillig mit ihm zu gehen und bat nur ihm ein kleines labsal zu vergoennen und ein paar birnen von dem baum zu holen den er nicht selbst mehr besteigen koenne aus grosser altersschwaeche der tod stieg auf den baum und der schmied sprach bleib droben denn er hatte lust noch laenger zu leben der tod frass alle birnen vom baum dann gingen seine fasten an und vor hunger verzehrte er sich selbst mit haut und haar daher er jetzt nur noch so ein scheusslich duerres gerippe ist auf erden aber starb niemand mehr weder mensch noch tier darueber entstand viel unheil und endlich ging der schmied hin zu dem klappernden tod und akkordierte mit ihm dass er ihn fuerder in ruhe lasse dann liess er ihn los wuetend floh der tod von dannen und begann nun auf erden aufzuraeumen da er sich an dem schmied nicht raechen konnte so hetzte er ihm den teufel auf den hals dass dieser ihn hole dieser machte sich flugs auf den weg aber der pfiffige schmied roch den schwefel voraus schloss seine tuere zu hielt mit den gesellen einen ledernen sack an das schluesselloch und wie herr urian hindurch fuhr da er nicht anders in die schmiede konnte wurde der sack zugebunden zum amboss getragen und nun ganz unbarmherziglich mit den schwersten haemmern auf den teufel losgepocht dass ihm hoeren und sehen verging er ganz muerbe wurde und das wiederkommen auf immer verschwur nun lebte der schmied noch gar lange zeit in ruhe bis er wie alle freunde und bekannte ihm gestorben waren des erdenlebens satt und muede wurde machte sich deshalb auf den weg und ging nach dem himmel wo er bescheidentlich am tore anklopfte da schaute der heilige petrus herfuer und peter der schmied erkannte in ihm seinen schutzpatron und schutzgeist der ihn oft aus not und gefahr sichtbarlich errettet und ihm zuletzt die drei wuensche gewaehrt hatte jetzt aber sprach petrus hebe dich weg der himmel bleibt dir verschlossen du hast das beste zu erbitten vergessen die seligkeit  auf diesen bescheid wandte sich peter und gedachte sein heil in der hoelle zu versuchen und wanderte wieder abwaerts fand auch bald den rechten breiten und vielbegangenen weg wie aber der teufel erfuhr dass der schmied von jueterbogk im anzuge sei schlug er das hoellentor ihm vor der nase zu und setzte die hoelle gegen ihn in verteidigungsstand da nun der schmied von jueterbogk weder im himmel noch in der hoelle seine zuflucht fand und auf erden es ihm nimmer gefallen wollte so ist er hinab in den kiffhaeuser gegangen zu kaiser friedrichen dem er einst gedient der alte kaiser sein herr freute sich als er seinen ruestmeister peter kommen sah und fragte ihn gleich ob die raben noch um den turm der burgruine kiffhausen floegen und als peter das bejahte so seufzte der rotbart der schmied aber blieb im berge wo er des kaisers handpferd und die pferde der prinzessin und die der reitenden fraeulein beschlaegt bis des kaisers erloesungsstunde auch ihm schlagen wird  und das wird geschehen nach dem munde der sage wenn dereinst die raben nicht mehr um den berg fliegen und auf dem rathsfeld nahe dem kiffhaeuser ein alter duerrer abgestorbener birnbaum wieder ausschlaegt gruent und blueht dann tritt der kaiser hervor mit all seinen wappnern schlaegt die grosse schlacht der befreiung und haengt seinen schild an den wieder gruenen baum hierauf geht er ein mit seinem gesinde zu der ewigen ruhe,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,es hatten einmal zwei landesherren einen grenzstreit da waren auf jeder seite zeugen die das recht behaupteten und darunter waren zwei die hatten vom teufel die schwarzkunst erlernt und ihm dafuer ihre seelen verschrieben,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,diese beiden haben einmal ein jeder in der nacht wollen falsche grenzsteine setzen so wie jeder von ihnen die grenze behauptete und haben die steine mit schwarzer kunst wollen machen dass sie aussaehen als ob sie schon viele viele jahre da gestanden haetten da sind sie alle zwei als feurige maenner hinauf auf die hoehe gegangen und wie der eine hinauf kommt da ist der andere schon da aber keiner hat etwas von dem andern gewusst dass dieser denselben gedanken hatte,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,da fragte der eine den andern was machst du da,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,was hast du danach zu fragen sage mir zuvor was du da machen willst,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,grenzsteine will ich setzen und will den grenzzug machen wie dieser eigentlich sein muss,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,das habe ich selbst schon getan und da stehen die steine und so geht der grenzzug,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,das ist nicht richtig und so geht der grenzzug mein herr hat gesagt ich haette recht und ich solle nicht nachgeben,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,wer ist denn dein herr das wird auch ein schoener musjoe sein,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,der teufel ist mein herr hast du nun respekt,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,das ist nicht wahr das ist mein herr und mein herr hat mir gesagt ich habe recht und solle nicht nachgeben packe dich den augenblick oder es geht dir schlecht,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,und so kamen die zwei hintereinander und zuletzt da gab der eine feurige mann dem andern eine maulschelle dass ihm der kopf herabflog und kullerte den ganzen berg hinab und der feurige mann ohne kopf rannte hinter seinem feurigen kopfe her und wollte ihn haschen und ihn sich wieder aufsetzen aber er konnte ihn nicht einholen bis ganz drunten im graben,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,wie nun der eine dem andern die maulschelle gegeben hatte und jener hinter seinem kopfe herlief da kam auf einmal ein dritter feuriger mann dazu und fragte den der oben blieb was hast du da gemacht,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,was geht es dich an und was hast du mir zu befehlen den augenblick packe dich deiner wege oder ich mache es dir gerade so wie jenem,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,halunke hast du nicht mehr respekt vor mir weisst du nicht dass ich dein herr der teufel bin,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,und wenn du zehnmal der teufel selbst bist so liegt mir daran gar nichts du kannst mich meinetwegen recht schoen rein machen,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,diesen gefallen will ich dir tun du sollst aber dein lebtag daran gedenken,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,und da fing der teufel an und machte ihn rein dass die feuerputzen auf dem ganzen bergruecken herumflogen,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,aber wie er ihn so rein machte da ersah mein feuriger mann den guenstigen augenblick und griff hin und erwischte den teufel im nacken hielt ihn fest und sagte ihm,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,nun bist du in meiner gewalt nun sollst du sehen dass du in der menschen haenden bist du hast dein lebenlang genug armen leuten den hals herumgedreht nun sollst du auch selbst einmal erfahren wie es tut wenn einem der hals umgedreht wird,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,und fing an und wollte dem teufel den hals umdrehen wie der teufel sah dass der feurige mann ernst mit ihm machte legte er sich aufs bitten und gab ihm die himmelbesten worte er solle ihn doch gehen lassen und solle ihm den hals nicht herumdrehen er wolle ihm auch alles tun was er nur von ihm verlangte da sagte ihm der weil du also erbaermlich tust so will ich dich nur gehen lassen aber zuvor musst du mir meine verschreibung wieder geben in welcher ich dir meine seele verschrieben habe und musst mir auch versprechen ja du musst mir das bei deiner grossmutter beschwoeren dass du kein teil mehr an mir haben willst auch all dein lebetage von keinem menschen dir wieder die seele verschreiben lassen,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,wollte der teufel wohl oder uebel einmal stak er in der klemme und wenn er los kommen wollte und wollte nicht den hals herumgedreht haben so musste er in einen sauern apfel beissen und gab ihm seine verschreibung wieder und versprachs ihm und verschwur sich bei seiner grossmutter dass er keinen teil mehr an ihm haben wolle und wolle auch alle sein lebetag von keinem menschen sich wieder lassen die seele verschreiben wie er das alles getan hatte liess jener den teufel los,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,wie aber der teufel wieder ledig war da tat er einen sprung zurueck dass ihn jener nicht etwa unversehens noch einmal erwische und stellte sich hin und sagte so nun bin ich wieder ledig wenn ich dir du schalksnarr nun auch deine verschreibung wieder gegeben habe und habe dir versprochen und beschworen dass ich kein teil mehr an dir haben wolle so habe ich dir doch nicht versprochen dass ich den hals dir nicht auch umdrehen wolle so ich wieder ledig waere und auf dem flecke da sollst du alleweil sterben dafuer dass du mich gegurgelt hast und hast mir wollen den hals umdrehen,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,und damit fuhr der teufel auf ihn hinein und wollte ihm den garaus machen der aber riss aus und lief zum wald hinein und der teufel immer hinter ihm her endlich ersah es jener und kam an eine alte buche die war hohl und hatte unten ein loch da kroch er geschwind hinein und wollte sich verstecken vor dem teufel aber er war nicht weit genug hinein gekrochen und die fusszehe guckte ihm noch heraus und weil er ueber und ueber feurig war da leuchtete die zehe durch die nacht und der teufel wurde es gewahr wo jener sich hin versteckt hatte und kam und wollte ihn an der fusszehe erwischen,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,aber der in seinem baume hoerte es wie der teufel getappt kam wie er nach ihm greifen und ihn erwischen wollte da zog er sich vollends hinein und machte sich weiter im baume hinauf da kroch der teufel auch hinein und jener machte immer weiter im baume hinauf und der teufel immer hinter ihm her endlich da hatte der baum oben in der hoehe ein weites astloch da kam jener dran und kroch heraus und wie er draussen war da nahm er etwas und verkeilte das astloch wo er herausgekrochen war und stieg geschwind herab und verkeilte auch das untere loch und machte es mit schwarzer kunst so fest dass es der teufel selbst und seine grossmutter und die ganze hoelle nicht wieder aufbringen konnten darnach ging er seiner wege,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,und da steckte nun der teufel in der alten buche und konnte nicht herauskommen und half ihm alles nichts er musste drin stecken bleiben und da hat er lange zeit darin gesteckt und vielmal zu jener zeit wenn leute des wegs ueber jenen berg gegangen sind da haben sie ihn darin hoeren bloeken und grunzen in seiner buche endlich aber wie der holzschlag dort hinauf gekommen ist da ist die buche abgehauen worden da ist er endlich wieder herausgekommen und ist wieder frei geworden der teufel wie er nun wieder los war da machte er sich auf und ging heim in die hoelle und wollte sehen wie es aussaehe aber da war alles leer darin wie es in der kirche in der woche ist und war keine seele mehr zu hoeren noch zu sehen seit der teufel damals fortgegangen und nicht wieder gekommen war und auch kein mensch nicht gewusst hatte wo er hingekommen war da war nicht eine einzige seele wieder in die hoelle gekommen und da war seine grossmutter aus herzeleid gestorben und wie die tot war da packten alle die armen seelen die dazumal in der hoelle waren auf und machten sich auf und davon und gingen alle miteinander in den himmel und da stand er maus mutter stern allein in der hoelle und wusste seines leides keinen rat wie ers wohl anfinge dass er wieder arme seelen bekaeme weil er es nicht mehr tun durfte und hatte es damals bei seiner grossmutter verschwoeren muessen dass er von keinem menschen sich wieder wollte die seele verschreiben lassen und auf andere weise bekam er damals keine menschen in die hoelle und da stand er und wusste seines herzeleids kein ende und wollte sich die hoerner aus dem kopfe raufen vor lauter herzeleid und jammer  da fiel ihm auf einmal etwas ein,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,wie er in der alten buche gesteckt hatte und nicht herausgekonnt da war ihm zuletzt die zeit lang geworden und da hatte er ueber allerlei nachsimuliert und den branntwein erdacht und erfunden das fiel ihm alleweil mitten in seinem herzeleide wieder ein und da dachte er sich das muesse ein mittelchen sein wie er doch wieder arme seelen in die hoelle bekommen koenne,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,und da packte er auf der stelle auf und liess die hoelle hoelle sein und ging nach nordhausen und wurde ein schnapsbrenner und machte branntwein drein und drauf und schenkte ihn in die welt hinein und er zeigte auch den nordhaeusern allen miteinander wie der schnaps gemacht wird und versprach ihnen viel geld und gut wenn sies lernten und branntwein brennten und die nordhaeuser liessen sichs auch nicht zweimal sagen und wurden alle schnapsbrenner und machten branntwein und schenkten ihn in die welt hinein seit dieser zeit schreibt sichs her dass bis auf den heutigen tag so viel branntwein in nordhausen gebrennt wird wie an keinem andern orte in der ganzen welt,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,aber wie sichs der teufel gedacht hatte also ging es auch wenn die leute erst ein wenig branntwein im leibe hatten da fingen sie an zu fluchen und zu schwoeren und fluchten und schwuren ihre seele zum teufel dass sie der teufel bekam wenn sie gestorben waren und brauchte ihnen darum nicht zu dienen wie er sonst hatte tun muessen wenn er eine arme seele hatte haben wollen und wenn sie sich den kopf erst richtig vollgesoffen hatten im branntwein da fingen sie auch an und zankten sich und pruegelten sich und brachen sich selber die haelse dass sich der teufel nicht erst brauchte die muehe zu geben und brauchte sie ihnen herum zu drehen und wenn der teufel sonst mit aller muehe und not hatte alle wochen einmal eine arme seele in die hoelle bekommen koennen da kamen sie jetzt dutzend und schockweise alle tage hinein und es dauerte kein jahr da war die hoelle zu klein geworden und konnte der teufel die seelen nicht mehr unterbringen und musste ein ganz neues stueck lassen anbauen an die hoelle,0
dummy108,N,N,N,N,N,N,N,N,N,N,N,N,und kurz und gut seit der teufel aus der alten buche jenesmal wieder losgekommen ist seit der zeit ist der branntwein aufgekommen und seit der branntwein in der welt ist da kann man erst recht eigentlich sagen der teufel ist los,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,es ist nun schon lange her  wohl zweitausend jahre  da war einmal ein reicher mann der hatte eine schoene fromme frau und die hatten sich beide recht lieb aber sie hatten keine kinder sie wuenschten sich aber gar sehr welche und die frau betete oft darum tag und nacht aber sie kriegten keine und kriegten keine vor ihrem hause war ein hof auf dem stand ein wachholderbaum unter diesem stand eines tages im winter die frau und schaelte sich einen apfel und als sie sich den apfel so schaelte so schnitt sie sich in den finger und das blut floss in den schnee ach sagte die frau und seufzte so recht dabei auf sah das blut vor sich an und war tief wehmuetig haette ich doch ein kind so rot als blut und so weiss wie schnee und als sie das sagte so wurde ihr wieder froehlich zu mute es war ihr als sollte das wahr werden da ging sie wieder ins haus und als ein monat vorbei war da war der schnee vergangen und zwei monat da war es gruen und drei monat da kamen die blumen aus der erde und vier monat da draengten sich alle baeume in dem holze und die gruenen zweige waren alle ineinander gewachsen dort sangen die voeglein dass das ganze holz erschallte und die blueten fielen von den baeumen da war der fuenfte monat vorbei und die frau stand wieder unter dem wachholderbaum dort sprang ihr das herz vor freude und sie fiel auf die knie und wusste sich gar nicht zu lassen und als der sechste monat vorbei war da wurden die fruechte dick und stark und sie wurde ganz still und im siebenten monat da griff sie nach den beeren und ass sich recht satt da wurde sie traurig und krank der achte monat ging hin und sie rief ihren mann und weinte und sagte wenn ich sterbe so begrabet mich unter dem wachholderbaume da war sie ganz getrost und freute sich bis der neunte monat vorbei war da kriegte sie ein kind so weiss wie schnee und so rot wie blut und als sie das sah da freute sie sich so dass sie starb,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,da begrub ihr mann sie unter den wachholderbaum und er fing an gar sehr zu weinen eine zeitlang und das liess nach und da er noch ein wenig geweint hatte da wurde er wieder heitrer und noch eine zeit da nahm er wieder eine frau mit der zweiten frau kriegte er eine tochter das kind aber von der ersten frau war ein kleiner junge der war so rot wie blut und so weiss wie schnee wenn die frau ihre tochter ansah so hatte sie sie gar sehr lieb aber wenn sie dann den kleinen jungen ansah da ging es ihr immer durchs herz und es deuchte ihr als stuende er ihr ueberall im wege und sie dachte dann immer wie sie ihrer tochter all das vermoegen zuwenden wollte das aber hatte ihr der boese eingegeben sie wurde nun dem kleinen jungen ganz gram stiess ihn herum von einer ecke in die andere puffte ihn hier und knuffte ihn dort so dass das arme kind immer in angst war wenn es aus der schule kam hatte es nicht wo es ruhig sitzen konnte,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,einmal war die frau in die kammer gegangen da kam das kleine toechterchen auch herauf und sagte mutter gib mir einen apfel ja mein kind sagte die frau und gab ihr einen schoenen apfel aus der kiste die kiste aber hatte einen grossen schweren deckel mit einem grossen scharfen eisernen schlosse mutter sagte das toechterchen soll bruederchen nicht auch einen haben das verdross die frau doch liess sies nicht merken und sagte ja wenn er aus der schule kommt und als sie ihn durch das fenster gewahr wurde so war ihr doch gerade so als wenn der boese ueber sie kaeme schnell nahm sie ihrer tochter den apfel wieder weg und sagte du sollst nicht eher einen haben als bruder darauf warf sie den apfel in die kiste und machte sie zu als nun der kleine junge in die tuere trat da sagte sie ganz freundlich zu ihm mein sohn willst du einen apfel haben und sah ihn dabei ganz boese an mutter sagte der kleine junge was siehst du mich so graesig an ja gib mir einen apfel komm mit mir sagte sie und machte den deckel auf hol dir einen apfel heraus und als sich der kleine junge hinein bueckt  da raet ihr der boese  bratsch schlug sie den deckel zu dass der kopf des kleinen jungen abflog und unter die roten aepfel fiel da ueberfiel es sie und sie dachte in grosser angst wie kann ich das wohl von mir abbringen da ging sie hinunter in die stube und holte aus der untersten schublade der kommode ein weisses tuch nun setzte sie den kopf auf den leib und band das halstuch so um dass man nichts sehen konnte dann setzte sie ihn vor die tuere auf einen stuhl und gab ihm den apfel in die hand,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,bald darauf kam marlenchen zu ihrer mutter in die kueche die stand beim feuer und ruehrte immer in einem topfe mutter sagte marlenchen bruder sitzt vor der tuer und sieht ganz weiss aus er hat einen apfel in der hand ich habe ihn gebeten er soll mir den apfel geben aber er antwortet nicht und da wurde mir ganz graulich geh noch einmal hin sagte die mutter und wenn er wieder nicht antworten will so gib ihm eins hinter die ohren da ging marlenchen hin und sagte bruder gib mir den apfel aber er schwieg still da gab sie ihm eins an die ohren und da fiel der kopf herunter darueber nun erschrak sie sich und fing an gar sehr zu weinen sie lief zur mutter und sagte ach mutter ich hab meinen bruder den kopf abgeschlagen und weinte und weinte und wollte sich nicht zufrieden geben marlenchen sagte die mutter was hast du getan,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,aber sei nur still dass es kein mensch merkt das ist nun doch einmal nicht zu aendern wir wollen ihn in essig kochen da nahm die mutter den kleinen jungen hackte ihn in stuecken tat sie in einen topf und kochte ihn im essig marlenchen aber stand dabei und weinte und weinte und die traenen fielen alle in den topf so dass sie gar kein salz brauchten,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,da kam der vater nach haus setzte sich zu tisch und sagte wo ist denn mein sohn da trug die mutter eine grosse grosse schuessel auf mit schwarzsauer und marlenchen weinte und konnte sich gar nicht halten da sagte der vater wieder wo ist denn mein sohn ach sagte die mutter er ist ueber land gegangen zum grossohm er will dort eine zeit lang bleiben was tut er denn dort er hat nicht einmal adjoe zu mir gesagt er wollte gern hin und fragte mich ob er wohl sechs wochen bleiben koennte er ist ja dort gut aufgehoben ach sagte der mann ich bin recht traurig und es ist doch nicht recht er haette mir doch adjoe sagen sollen damit fing er an zu essen und sagte,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,marlenchen was weinst du bruder wird wohl wieder kommen ach frau sagte er dann was schmeckt mir das essen gut gib mir mehr und je mehr er ass je mehr wollte er haben und er sagte immer gebt mir mehr ihr sollt nichts davon haben das ist als wenn das alles mein waere und er ass und ass und die knochen warf er alle unter den tisch bis alles alle war marlenchen aber ging hin zu ihrer kommode und nahm aus der untersten schublade ihr bestes seidenes tuch holte alle die knochen unter dem tische hervor band sie in das seidene tuch und trug sie vor die tuer und weinte ihre blutigen traenen dort legte sie sie unter den wachholderbaum in das gruene gras und als sie sie dort hingelegt hatte da war ihr mit einem male so recht leicht und sie weinte nicht mehr da fing der wachholderbaum an sich zu bewegen und die zweige taten sich immer voneinander und dann wieder zusammen so als wenn sich einer recht freut und mit den haenden so tut damit ging durch den baum ein nebel und durch den nebel brannte ein feuer und aus dem feuer flog ein schoener vogel heraus der sang so herrlich und flog hoch in die luft und als er weg war da war der wachholderbaum wie er vorher gewesen war aber das tuch mit den knochen war weg marlenchen aber war recht vergnuegt als ob der bruder noch lebte da ging sie wieder ganz lustig in das haus setzte sich zu tisch und ass,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,der vogel aber flog weg setzte sich auf eines goldschmidts haus und fing nun an zu singen,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,meine mutter die mich gschlacht mein vater der mich ass meine schwester das marlenichen sucht alle meine beenichen bind sie in ein seiden tuch legts unter den wachholderbaum kiwit kiwit,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,was fuer ein schoener vogel bin ich,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,der goldschmidt sass in seiner werkstatt und machte gerade eine goldene kette da hoerte er den vogel der auf seinem dache sass und sang und das deuchte ihm gar zu schoen da stand er auf und als er ueber den flur ging da verlor er einen pantoffel er ging aber so recht mitten in die strasse hin und hatte nur einen pantoffel und einen socken an er hatte sein schurzfell vor und in der einen hand die goldene kette und in der andern hand die zange die sonne schien so hell auf die strasse da stellte er sich so dass er den vogel gut sehen konnte vogel sagte er wie schoen kannst du singen sing mir das stueck nochmal nein sagte der vogel zweimal singe ich nicht umsonst gib mir die goldene kette so will ich es nochmals singen da sagte der goldschmidt hast du die goldene kette nun singe es mir nochmal da kam der vogel nahm die goldene kette ins rechte pfoetchen setzte sich vor den goldschmidt hin und sang,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,meine mutter die mich gschlacht mein vater der mich ass meine schwester das marlenichen sucht alle meine beenichen bind sie in ein seiden tuch legts unter den wachholderbaum kiwit kiwit,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,was fuer ein schoener vogel bin ich,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,da flog der vogel weg und setzte sich auf das dach eines schusters und sang,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,meine mutter die mich gschlacht mein vater der mich ass meine schwester das marlenichen sucht alle meine beenichen bind sie in ein seiden tuch legts unter den wachholderbaum kiwit kiwit,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,was fuer ein schoener vogel bin ich,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,als der schuster das hoerte lief er in hemdsaermeln vor seine tuere sah nach seinem dache und musste die hand vor die augen halten damit ihn die sonne nicht blende vogel sagte er was kannst du schoen singen da rief er in seine tuere hinein frau komm mal heraus da ist ein vogel der kann mal schoen singen dann rief er auch seine tochter seine kinder und gesellen die lehrjungen und die magd und sie kamen alle auf die strasse und sahen den vogel an und wie schoen er war er hatte so schoene rote und gruene federn und um den hals war es wie lauter gold und die augen blinkten ihm im kopfe wie sterne vogel sagte der schuster nun sing mir das stueck nochmal nein sagte der vogel zweimal singe ich nicht umsonst du musst mir was schenken frau sagte der mann gehe in den laden auf dem obersten brett da stehen ein paar rote schuh die bring heraus da ging die frau hin und holte die schuh da vogel sagte der mann nun sing mir das stueck nochmal da kam der vogel nahm die schuhe mit dem linken pfoetchen flog wieder auf das dach und sang,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,meine mutter die mich gschlacht mein vater der mich ass meine schwester das marlenichen sucht alle meine beenichen bind sie in ein seiden tuch legts unter den wachholderbaum kiwit kiwit,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,was fuer ein schoener vogel bin ich,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,als er ausgesungen hatte flog er fort die kette hatte er in dem rechten und die schuhe in dem linken pfoetchen und er flog weit weg nach einer muehle und die muehle ging klip klap klip klap klip klap in der muehle sassen zwanzig knappen die behauten einen stein und hackten hick hack hick hack hick hack und die muehle ging klip klap klip klap klip klap da setzte sich der vogel auf einen lindenbaum der vor der muehle stand und sang,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,meine mutter die mich gschlacht da hoerte ein knappe auf mein vater der mich ass,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,da hoerten noch zwei auf und hoerten zu,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,meine schwester das marlenichen da hoerten wieder viere auf sucht alle meine beenichen nun hauten nur noch dreizehn bind sie in ein seiden tuch jetzt nur noch sieben legts unter jetzt nur fuenf den wachholderbaum nur noch einer kiwit kiwit,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,was fuer ein schoener vogel bin ich,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,da hielt der letzte auch inne und hatte das letzte noch gehoert vogel sagte er was singst du schoen lass mich das auch hoeren singe das nochmal nein sagte der vogel zweimal singe ich nicht umsonst gib mir den muehlstein so will ich es nochmal singen ja sagte er wenn er mir allein gehoerte so solltest du ihn haben da sagten die andern wenn er nochmal singt so soll er ihn haben da kam der vogel herunter und alle zwanzig knappen fassten an und hoben mit hebebaeumen den stein auf da steckte der vogel den hals durch das loch und nahm ihn um als ob es ein kragen waere flog wieder auf den baum und sang,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,meine mutter die mich gschlacht mein vater der mich ass meine schwester das marlenichen sucht alle meine beenichen bind sie in ein seiden tuch legts unter den wachholderbaum kiwit kiwit,0
dummy109,N,N,N,N,N,N,N,N,N,N,N,N,was fuer ein schoener vogel bin ich,0
